1	race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
1507	3	26	1	2	1	5	AU	2	2	4	3	5	1	2	4	4	2	1	2	4	4	3	4	4	4	5	1	1	4	4	5	2	5	1	4	5	4	2	4	3	4	2	4	4	4	2	3	2	3	3	2	2	1	3	4	4	4
1508	11	20	2	2	2	5	MY	3	4	3	3	3	3	2	3	3	4	2	3	4	3	3	3	3	3	4	3	3	3	3	4	3	4	3	3	4	4	4	2	4	2	4	2	4	2	4	4	2	3	3	4	3	3	4	3	3	3
1509	6	25	1	2	1	2	US	1	3	3	4	3	3	1	2	2	4	5	3	5	2	3	3	3	3	1	4	2	5	1	5	1	5	1	5	5	4	4	3	5	1	3	1	4	3	4	3	1	2	3	3	4	2	4	1	5	3
1510	4	35	1	2	1	1	DK	4	1	5	4	5	1	5	1	5	5	1	4	5	2	1	1	1	1	1	1	5	5	1	3	1	3	3	3	3	5	5	1	5	1	5	1	5	2	5	5	5	4	2	1	5	1	5	3	4	5
1511	4	23	1	2	1	1	IN	3	2	4	2	4	2	4	1	5	3	4	3	4	3	3	4	3	3	4	3	4	2	1	4	2	4	2	4	4	4	3	1	4	2	3	1	4	4	3	4	4	2	4	2	4	2	4	3	4	4
1512	4	21	2	2	1	1	IN	1	3	1	4	1	3	1	4	1	5	1	5	3	3	3	2	1	1	2	2	1	4	1	5	1	3	1	4	5	3	4	2	3	2	1	4	4	2	1	2	5	1	5	1	4	1	5	5	5	5
1513	7	20	2	1	1	5	ID	3	5	5	3	3	4	2	5	3	5	5	3	5	3	5	5	4	3	5	3	5	4	1	4	5	4	3	5	4	5	5	1	4	1	4	5	2	4	4	5	3	2	4	3	4	2	3	4	3	4
1514	0	25	2	1	0	1	DE	3	2	4	3	4	1	3	2	4	2	2	5	2	4	1	2	2	2	2	1	1	5	1	4	2	5	2	4	4	3	4	1	4	2	4	2	3	3	4	4	4	1	4	1	4	2	4	4	4	4
1515	4	23	2	2	1	1	IN	3	2	5	4	5	2	3	4	5	1	2	3	4	3	2	4	4	4	4	1	4	4	1	3	3	5	2	3	5	5	4	1	5	1	3	2	5	3	5	3	3	4	5	3	3	2	4	1	2	4
1516	3	21	2	2	1	1	EE	4	2	5	2	5	2	4	2	5	5	2	4	2	4	2	2	2	2	2	2	2	5	2	5	2	2	2	3	4	5	2	4	4	4	1	3	2	4	3	3	4	2	5	2	4	2	4	3	4	3
1517	3	22	2	1	1	3	NO	3	1	4	3	4	1	4	2	4	3	4	5	4	3	4	3	4	4	2	3	5	4	4	3	2	3	2	3	3	5	2	3	5	2	3	3	4	2	4	3	4	4	3	4	4	2	2	3	5	5
1518	11	19	2	1	1	5	ID	5	5	5	1	5	5	5	5	1	5	1	1	5	5	5	1	5	5	1	1	5	5	1	5	1	5	1	5	1	5	5	1	5	1	5	5	5	1	5	5	5	1	5	1	5	1	5	1	5	5
1519	1	20	1	1	1	1	JM	2	2	5	2	4	1	3	3	5	2	4	5	5	2	2	3	3	3	3	3	2	5	2	5	2	5	1	5	5	5	2	3	5	2	2	5	5	2	4	4	5	1	5	1	5	1	5	5	5	5
1520	13	17	2	1	1	5	ID	1	4	5	4	3	2	3	4	3	3	3	5	4	3	4	4	4	4	4	3	1	4	1	5	2	4	3	5	3	4	4	2	3	3	3	4	4	3	4	4	3	3	4	3	3	3	3	3	4	3
1521	3	30	2	2	1	1	UA	3	2	5	2	5	1	5	1	5	3	3	3	3	3	3	3	5	3	3	3	2	5	2	4	1	5	1	3	5	4	3	1	5	2	5	1	5	3	3	5	5	1	4	1	4	1	5	5	4	5
1522	4	21	1	1	2	1	GB	1	3	4	3	3	4	3	4	5	4	5	2	5	4	4	4	4	4	4	4	5	4	4	3	4	4	4	4	5	3	5	3	4	4	2	4	4	4	4	3	3	2	5	4	3	2	3	3	4	3
1523	3	35	2	2	2	2	GB	2	1	4	3	5	1	4	2	4	3	4	1	4	3	1	2	4	3	4	5	5	5	4	5	1	4	1	4	5	4	4	4	5	3	4	3	1	1	3	5	4	1	5	1	5	1	5	5	4	5
1524	3	17	1	1	1	1	AU	2	3	5	3	5	2	3	4	5	4	4	4	4	1	3	3	4	4	3	5	1	4	2	5	1	5	2	4	5	4	4	1	4	4	3	2	4	2	5	4	5	3	4	1	4	2	4	5	4	4
1525	3	24	1	1	1	2	IE	4	3	2	4	4	2	4	4	2	4	4	4	4	2	4	4	3	3	3	4	2	3	2	4	2	5	2	4	4	4	3	2	4	3	3	2	3	3	3	4	3	3	4	3	4	2	3	3	4	3
1526	3	24	1	1	1	1	BE	5	1	5	1	4	1	5	2	5	1	3	4	2	4	2	2	2	1	3	1	2	4	4	4	2	5	2	4	4	4	4	5	3	4	2	5	4	2	3	3	4	3	4	3	5	2	5	4	2	5
1527	13	17	1	2	1	1	IN	2	1	4	1	5	1	5	4	4	1	5	3	5	1	4	5	5	5	5	4	1	5	2	4	1	5	1	4	5	4	1	5	1	4	1	5	1	4	1	3	4	3	5	4	3	1	4	4	4	5
1528	3	22	1	1	2	1	GB	1	2	1	4	4	1	1	3	2	3	5	2	5	1	5	5	4	5	5	5	3	2	3	2	3	3	5	2	2	3	3	2	3	5	1	2	3	5	4	2	5	5	5	1	5	1	5	4	5	5
1529	4	15	1	2	1	1	IN	4	2	3	3	3	1	5	3	3	4	3	4	5	3	2	5	4	3	3	3	5	5	1	5	2	5	2	5	5	4	4	3	5	2	4	3	4	3	3	3	5	3	5	3	4	1	5	5	5	5
1530	4	21	2	2	1	1	IN	3	2	4	4	4	4	4	3	4	2	2	4	4	2	2	2	4	4	2	2	5	4	1	4	2	5	2	4	4	4	3	1	4	2	4	1	4	3	4	4	4	4	4	3	3	2	3	4	4	3
1531	3	36	1	2	1	5	GB	3	2	3	3	3	3	3	4	3	5	5	3	5	1	3	5	3	3	5	5	1	3	1	5	2	5	2	4	5	3	3	4	4	1	2	3	4	1	3	3	4	2	5	3	3	1	4	3	4	3
1532	13	19	2	1	1	5	ID	3	2	5	1	4	2	4	2	2	3	4	4	4	4	2	3	4	4	2	3	5	5	2	5	1	3	1	3	4	4	4	3	4	3	4	5	3	3	4	4	3	4	4	4	4	1	4	2	4	3
1533	11	22	1	1	1	1	SG	1	5	1	5	1	5	1	5	1	5	5	5	5	2	5	5	5	5	5	5	4	2	5	5	4	5	5	3	5	1	2	5	5	5	1	5	2	5	1	1	1	3	5	1	4	1	4	4	5	5
1534	11	29	2	2	1	1	MM	5	1	4	4	5	1	5	3	5	1	3	2	4	3	3	2	3	3	3	2	3	4	2	5	1	4	1	4	5	3	4	4	3	4	3	1	1	2	4	3	4	2	5	3	3	1	4	3	2	4
1535	3	44	1	2	1	1	GB	1	2	1	4	4	2	1	4	2	4	4	2	4	1	4	4	4	5	5	5	4	2	3	3	4	3	4	2	2	3	3	2	3	3	2	3	3	5	2	2	5	5	5	1	5	1	4	5	5	5
1536	12	41	1	1	2	1	KE	3	5	3	4	1	4	1	5	2	5	2	5	5	2	4	4	2	3	5	3	1	3	1	5	1	5	2	4	5	4	3	4	5	1	3	1	4	2	3	5	4	1	5	1	5	1	5	4	5	5
1537	6	17	1	2	1	1	ZA	4	3	4	3	4	4	5	2	1	3	4	4	5	1	1	4	5	5	5	5	4	5	5	4	4	2	5	4	5	4	2	5	3	5	1	4	4	2	2	2	5	1	5	1	5	1	5	5	5	5
1538	13	26	2	2	1	1	IN	5	1	4	5	5	1	5	2	5	2	5	2	5	2	4	5	5	5	5	4	2	4	2	5	2	5	2	3	5	4	3	4	4	3	3	5	1	2	5	4	3	2	5	2	5	1	3	3	5	5
1539	3	47	1	1	1	1	GB	2	2	4	4	4	3	2	2	4	4	2	5	1	5	2	2	2	2	2	1	2	4	1	4	2	3	2	4	4	3	4	2	4	1	2	4	2	2	4	4	3	3	3	4	3	3	4	3	2	3
1540	3	25	2	1	1	1	DK	2	2	4	5	4	2	4	5	1	2	4	4	5	2	4	2	2	2	5	4	2	5	1	4	4	5	2	4	2	5	1	4	5	5	1	5	2	4	1	2	5	1	5	2	5	1	5	4	5	5
1541	13	47	2	2	1	1	IN	2	3	3	3	3	3	3	5	5	4	5	3	5	2	4	5	4	4	5	3	3	3	3	3	3	3	3	3	3	3	2	1	4	2	5	1	3	1	5	5	3	2	5	4	5	1	5	3	5	5
1542	3	43	1	1	1	1	GB	2	5	3	4	3	2	1	5	3	5	4	3	4	2	3	4	3	3	4	4	1	4	2	5	1	4	2	4	4	3	3	2	4	2	2	3	4	1	4	4	3	2	4	2	3	2	5	4	4	3
1543	3	31	1	2	1	2	US	3	2	5	2	4	2	4	2	5	2	4	4	4	4	2	3	2	2	2	2	1	4	2	5	2	5	1	4	4	4	4	4	4	1	4	2	5	2	4	3	3	2	4	2	4	1	4	3	4	5
1544	11	28	2	1	1	1	A1	4	4	3	4	3	4	3	3	4	4	4	4	4	3	3	3	3	2	3	3	4	4	3	4	3	3	3	4	4	4	4	2	4	3	4	3	4	3	4	3	4	2	3	2	3	2	4	3	4	3
1545	3	40	2	1	1	1	GB	4	2	3	2	4	1	4	2	5	2	2	2	2	4	2	3	2	2	2	2	3	3	3	3	3	2	3	3	2	3	3	3	4	3	4	5	2	3	3	4	5	1	5	1	5	1	5	3	4	5
1546	3	16	1	1	1	1	CA	3	2	2	4	5	2	1	4	5	1	5	1	5	3	4	5	5	4	5	3	4	5	4	2	5	1	5	3	2	4	2	5	4	5	1	5	3	4	4	4	5	1	5	1	5	1	3	5	5	5
1547	11	14	2	1	1	1	PH	4	2	4	3	5	2	3	4	5	5	2	5	5	4	1	2	4	2	2	2	2	5	5	4	1	1	2	4	5	5	3	4	5	4	2	3	4	3	1	5	5	1	5	2	5	1	5	5	4	5
1548	11	18	2	2	1	1	AU	3	3	3	4	3	3	3	3	3	5	4	3	5	2	3	4	4	3	2	3	2	4	2	5	2	5	2	4	5	4	3	3	3	3	3	3	4	2	3	4	4	2	5	1	4	1	3	4	4	4
1549	3	42	1	1	1	1	GB	3	1	5	2	5	1	5	3	5	3	1	1	5	5	5	5	3	1	5	1	1	4	4	3	1	5	1	4	4	5	4	3	4	1	1	3	4	1	2	5	4	1	5	1	5	1	5	4	5	5
1550	11	19	2	2	1	5	ID	5	4	3	3	2	4	1	2	1	5	5	2	5	2	5	5	4	4	4	4	3	4	1	4	4	5	2	4	4	3	4	4	4	3	2	4	4	3	4	3	3	5	4	5	3	3	3	4	4	3
1551	3	25	1	2	1	1	AU	2	4	3	3	3	3	2	3	2	4	3	2	4	1	3	3	3	3	2	5	1	5	1	5	1	5	1	4	5	3	3	3	4	3	2	2	2	3	3	3	3	1	5	1	4	1	3	3	5	5
1552	11	20	2	1	1	5	MY	5	2	5	4	5	3	5	3	5	3	4	2	4	3	3	4	4	4	4	4	5	4	2	5	3	5	2	4	5	5	3	2	4	3	4	4	3	2	5	4	4	3	5	2	4	2	4	4	5	4
1553	3	33	1	2	2	1	US	3	2	4	2	4	2	4	4	2	3	2	4	4	3	2	3	3	3	2	4	4	4	3	4	4	3	1	4	4	3	5	1	5	1	4	1	5	1	4	2	4	2	2	2	4	2	5	4	3	4
1554	13	36	1	1	2	5	US	3	3	4	3	3	3	3	4	2	3	2	4	2	2	3	2	2	1	1	1	1	4	1	5	2	5	2	5	4	4	4	3	4	1	3	4	3	1	3	4	3	2	3	2	4	2	4	3	2	4
1555	11	14	2	2	1	1	AU	4	4	2	2	3	3	2	3	5	4	3	4	3	2	3	2	2	1	1	2	5	4	1	5	2	3	2	4	5	4	3	3	4	1	2	2	3	2	2	4	4	2	2	1	5	1	4	2	4	4
1556	12	29	1	1	1	1	ZA	4	4	4	3	2	3	3	4	4	4	2	5	4	3	2	3	3	3	4	4	1	4	1	4	2	5	1	5	5	4	4	3	4	1	3	2	5	3	5	4	4	5	5	4	4	1	4	4	4	4
1557	11	17	2	2	1	1	PH	3	1	4	3	5	1	4	2	2	2	2	5	5	3	4	2	4	4	4	2	5	5	2	4	2	5	2	3	4	2	4	1	4	2	4	2	3	2	5	3	3	1	4	4	4	1	4	4	4	3
1558	13	42	1	1	1	1	US	5	1	5	1	5	1	5	1	5	5	1	1	5	3	1	1	1	1	1	1	1	5	1	5	1	5	1	5	5	5	5	1	5	1	5	1	5	1	5	5	5	1	5	1	5	1	4	4	5	5
1559	13	19	1	1	2	2	US	2	3	3	5	4	3	4	5	1	4	3	4	4	2	3	2	5	2	3	3	2	3	2	4	2	4	1	3	5	3	3	5	3	4	3	4	5	3	2	2	3	4	4	2	3	3	2	4	4	3
1560	3	47	1	2	1	1	US	5	1	5	1	5	1	5	2	5	1	5	3	5	4	5	5	4	2	5	2	1	5	2	4	1	4	2	4	4	4	4	4	4	2	3	2	4	1	4	4	5	5	3	5	4	5	4	2	5	4
1561	3	46	1	1	2	1	CA	2	2	4	2	2	2	2	4	2	4	4	4	4	2	4	2	4	3	3	4	2	4	2	4	4	4	2	4	5	3	2	5	2	3	3	4	4	2	2	2	4	2	3	2	4	4	4	4	2	4
1562	13	21	1	2	1	3	GB	2	3	3	3	5	1	3	5	2	3	4	4	5	3	4	4	4	3	4	4	5	4	2	5	1	5	3	4	5	3	4	4	5	3	4	4	4	1	4	5	4	2	5	3	5	1	5	3	4	5
1563	13	17	2	2	1	1	PH	5	5	1	5	1	5	1	1	1	5	5	1	5	5	5	5	5	5	5	5	5	1	1	5	1	5	5	1	5	5	1	1	5	1	1	1	5	1	5	5	1	5	5	1	1	1	5	1	5	1
1564	11	22	2	2	1	5	MY	2	5	1	3	1	4	1	2	2	5	3	3	4	3	2	4	4	3	3	2	4	3	1	4	3	4	3	3	4	3	3	1	3	2	4	5	4	2	4	4	2	3	4	3	3	3	3	2	4	3
1565	3	42	1	1	1	1	US	4	1	5	2	5	1	5	3	5	2	1	4	4	1	2	2	3	2	2	4	2	4	3	4	4	4	2	4	4	5	4	2	4	2	5	1	5	1	4	5	5	1	4	2	4	2	5	5	4	4
1566	13	33	2	2	1	1	AE	3	4	4	4	2	4	4	4	5	5	5	5	4	2	2	4	4	4	4	4	3	5	1	4	2	5	2	4	5	5	4	5	4	2	4	5	3	3	5	3	4	2	4	4	3	2	5	3	3	3
1567	1	55	1	2	1	1	US	3	2	4	2	5	1	3	2	3	2	4	2	4	2	5	4	2	1	3	4	1	5	1	5	1	5	1	5	5	5	3	3	4	2	1	2	4	1	4	4	3	4	3	4	5	2	4	2	5	5
1568	13	47	1	1	1	1	US	1	3	4	4	3	2	2	5	1	4	2	4	4	3	2	1	2	1	2	2	1	4	1	5	1	5	1	4	5	4	4	2	4	1	4	1	4	1	4	4	3	1	5	1	4	1	5	3	5	5
1569	3	20	1	2	1	2	AU	2	2	3	3	2	2	1	4	1	4	5	3	5	3	4	3	4	3	3	3	1	5	1	4	1	4	1	4	4	3	5	3	4	3	3	2	5	2	4	4	5	2	3	2	3	3	4	2	4	3
1570	11	31	2	2	1	1	KR	3	4	4	5	4	4	3	4	4	5	5	4	4	4	3	4	2	3	5	2	4	5	1	5	2	4	2	4	5	3	4	3	5	3	4	3	5	1	4	5	4	3	5	2	3	2	3	4	5	4
1571	13	36	1	2	1	2	US	1	2	1	5	2	4	1	5	1	5	5	1	5	1	4	4	2	2	3	5	1	3	1	5	2	5	2	5	5	3	4	2	4	3	4	2	4	2	4	4	4	2	3	2	3	3	4	4	4	4
1572	11	25	2	2	1	2	NL	2	2	3	2	4	2	2	2	4	4	3	3	2	3	2	4	2	2	3	2	2	3	1	3	2	3	2	3	3	3	4	2	2	1	3	3	3	1	2	4	4	1	3	2	5	2	5	4	5	4
1573	13	23	2	1	1	1	PK	4	4	5	3	4	5	3	2	5	4	3	2	5	2	5	4	4	4	4	3	5	5	2	5	1	5	2	4	4	4	4	4	5	2	2	2	4	2	3	5	1	4	5	4	5	2	2	1	4	5
1574	11	15	2	2	2	1	IN	3	1	5	4	3	3	5	1	5	2	1	5	4	5	1	4	5	3	1	2	1	5	2	5	1	5	1	4	4	3	3	2	4	3	5	3	2	3	1	2	3	2	5	2	2	1	4	1	5	4
1575	3	21	2	2	2	1	LT	2	2	1	3	4	1	1	3	3	3	4	1	5	5	5	4	4	4	4	5	2	2	3	3	3	4	4	3	5	4	3	3	5	4	3	4	3	3	3	2	5	1	5	1	5	1	5	4	5	5
1576	3	46	1	1	1	1	US	4	2	4	1	5	1	5	2	4	1	1	4	2	5	1	1	1	1	1	1	1	4	1	5	4	4	1	4	4	5	4	2	5	1	4	1	4	1	4	5	5	1	4	2	4	1	5	5	4	5
1577	1	22	1	1	1	5	US	3	3	5	1	5	2	4	4	3	1	1	3	5	4	2	2	3	2	2	4	4	3	1	5	3	2	2	1	3	4	5	1	5	1	4	1	3	1	5	4	5	1	5	5	4	1	4	4	5	4
1578	11	19	2	2	1	5	ID	1	2	5	5	5	1	5	1	5	3	2	5	5	1	3	5	5	5	1	4	2	5	1	5	5	1	1	5	5	3	3	5	5	1	5	5	5	4	5	3	1	5	3	5	3	1	3	1	5	5
1579	3	23	2	1	1	1	DE	3	3	4	3	3	3	4	3	5	2	2	5	2	3	2	1	2	2	1	1	5	2	2	2	4	1	4	2	1	3	4	2	5	1	3	2	5	1	5	4	4	2	4	1	4	2	4	4	5	4
1580	11	14	2	2	1	1	US	3	2	5	3	5	3	3	3	3	5	3	3	4	3	1	5	5	3	5	3	3	5	5	5	2	1	1	3	5	5	5	4	5	2	5	5	5	3	3	5	4	3	5	2	5	1	5	5	3	5
1581	3	19	2	1	1	1	SI	3	2	2	4	4	3	2	3	2	4	3	3	4	2	2	2	4	4	4	2	5	3	2	5	2	5	2	4	5	4	2	4	4	3	1	5	3	4	3	3	5	4	5	2	4	1	5	5	4	5
1582	1	22	1	2	1	2	US	4	3	4	2	4	1	4	3	5	3	5	2	5	1	2	4	2	3	5	2	3	4	1	5	4	4	3	5	5	5	5	1	5	1	4	1	5	2	5	4	4	2	5	2	5	1	4	2	5	5
1583	11	19	2	2	1	1	IN	3	2	4	2	4	2	2	2	5	4	4	5	4	5	2	4	5	2	2	1	2	5	1	4	2	4	2	5	4	5	3	2	3	1	2	2	5	1	4	4	4	2	3	1	3	2	4	3	4	3
1584	3	61	1	2	0	1	GB	3	2	4	3	3	2	2	4	3	4	4	3	4	2	4	4	4	4	4	4	1	5	3	5	1	4	1	4	4	4	3	5	2	4	1	4	4	4	2	2	5	2	3	2	4	2	4	4	5	4
1585	13	20	1	1	1	2	US	5	1	5	1	5	1	5	1	5	2	2	5	4	5	2	4	1	1	3	1	1	5	3	5	2	5	1	5	5	5	3	2	2	1	2	4	1	2	2	3	5	1	5	1	5	1	5	5	5	5
1586	1	19	1	2	1	1	US	3	5	5	5	5	1	5	5	3	5	2	5	5	2	2	1	5	5	2	3	1	3	2	5	1	5	1	5	5	5	5	3	5	1	4	2	3	2	4	5	3	3	5	2	4	1	5	2	5	5
1587	11	22	1	1	2	2	CA	3	2	4	3	4	2	3	4	3	2	1	5	2	5	3	1	1	1	1	1	1	4	2	5	2	4	2	4	4	4	4	2	4	1	4	2	4	1	3	4	5	1	5	1	4	1	5	4	4	4
1588	13	24	2	1	1	5	US	4	4	2	5	3	2	2	5	2	5	4	4	5	4	3	3	4	3	3	2	5	3	1	4	2	5	3	5	3	3	2	1	4	2	4	1	5	4	3	5	5	1	4	2	5	1	5	2	4	5
1589	11	23	2	1	1	2	CA	4	2	5	2	5	1	3	2	5	4	3	4	4	3	4	2	3	2	2	2	1	5	2	4	2	4	2	4	3	4	3	5	5	3	2	5	4	3	3	4	5	1	4	1	5	2	5	4	3	4
1590	3	18	1	2	1	1	US	1	2	2	4	2	2	1	5	1	5	4	2	5	2	4	2	4	2	4	3	2	5	2	4	1	3	1	4	4	5	4	4	5	2	4	4	5	2	4	5	5	1	5	1	2	1	5	5	5	4
1591	11	16	1	1	1	2	SG	3	3	4	3	3	3	3	4	3	3	3	3	4	2	3	3	3	3	2	4	2	4	2	4	2	3	2	4	4	3	4	3	4	3	3	3	4	2	4	4	4	2	3	2	4	3	4	4	4	4
1592	3	20	2	1	1	1	CY	1	5	2	5	2	1	2	5	1	4	3	4	5	3	2	2	4	4	4	3	1	3	1	5	1	2	3	4	5	5	4	2	5	1	2	1	4	2	3	3	4	2	3	2	3	3	4	2	5	3
1593	3	50	1	2	1	5	US	2	2	2	3	2	2	1	4	2	5	2	3	5	4	2	2	1	1	2	1	1	3	1	5	1	5	3	5	5	5	3	1	5	1	4	1	4	1	4	4	5	1	4	1	5	1	5	5	5	5
1594	4	25	2	1	1	1	IN	4	1	5	2	5	2	5	4	5	2	3	5	3	3	2	1	4	4	1	2	2	5	1	5	1	5	2	4	5	5	5	5	5	2	1	4	1	1	4	5	3	1	5	1	5	1	5	1	5	5
1595	3	30	1	1	1	1	US	4	5	4	3	2	4	3	3	3	3	5	1	4	2	1	5	3	3	5	3	5	1	5	1	5	2	5	1	1	2	5	3	4	3	1	1	4	4	5	3	5	1	3	4	5	4	5	5	4	2
1596	11	19	2	3	1	1	PH	3	1	4	1	2	5	2	3	3	5	3	4	4	1	4	4	1	2	3	4	1	5	1	5	1	5	1	3	5	5	4	3	5	5	2	4	5	3	5	5	2	4	3	1	2	4	4	1	5	4
1597	4	22	2	1	1	2	IN	3	4	4	2	2	4	2	4	3	4	2	4	3	3	2	4	3	2	4	3	2	3	3	2	4	3	3	3	2	3	3	4	4	4	3	2	3	3	2	4	2	2	4	2	4	2	4	2	4	4
1598	11	29	2	2	1	5	TH	3	3	3	4	3	3	2	2	3	3	4	3	4	2	3	3	4	3	4	3	2	3	3	4	2	4	3	3	4	3	4	4	4	4	3	4	2	3	4	2	3	4	5	3	3	2	3	2	3	3
1599	13	19	2	1	1	5	ID	4	3	4	3	4	3	3	3	4	4	3	2	4	3	3	4	4	4	2	3	1	4	2	5	2	4	2	4	4	4	4	2	4	2	3	4	3	1	4	4	3	2	5	2	4	1	3	3	3	4
1600	3	27	1	2	1	1	US	2	3	5	4	3	4	1	5	1	4	2	4	4	4	2	5	1	1	1	1	4	5	2	5	1	5	1	5	5	4	4	5	5	3	2	5	5	5	2	4	2	3	2	4	4	2	4	2	4	4
1601	4	21	2	1	1	1	IN	2	5	2	5	1	5	1	5	1	5	2	5	2	3	4	1	1	1	3	4	1	3	1	5	4	5	4	1	5	2	3	1	3	2	3	1	1	2	4	2	4	4	4	2	4	2	4	1	3	4
1602	4	14	2	2	1	1	IN	1	3	3	5	2	3	1	5	5	5	5	2	5	4	3	2	5	5	5	3	5	3	1	5	4	5	3	3	5	5	1	5	3	5	1	5	1	5	1	3	3	1	5	1	5	1	3	5	5	5
1603	13	23	2	2	1	1	IN	3	3	5	5	4	2	5	2	5	5	2	2	4	3	4	3	3	3	3	2	5	4	1	4	2	5	1	5	5	5	4	1	5	3	3	1	5	3	5	5	2	4	5	2	4	1	5	2	5	5
1604	4	21	2	1	1	2	PK	5	2	5	1	3	2	3	1	5	4	1	4	4	3	1	2	2	1	1	3	1	4	1	4	1	4	2	5	5	4	5	1	5	1	4	1	5	3	5	4	4	1	1	2	4	5	5	2	4	5
1605	3	22	1	1	1	5	US	3	4	4	3	4	3	3	4	4	4	4	2	4	3	4	3	3	2	4	3	2	4	3	4	2	4	2	4	4	3	3	2	3	2	2	2	4	2	4	3	4	2	5	2	4	1	2	3	4	5
1606	3	37	1	1	1	5	US	2	3	4	3	3	3	4	5	2	4	1	4	2	5	2	2	2	1	3	1	2	4	1	2	3	4	2	4	4	3	4	1	5	2	4	2	4	1	4	4	1	2	3	2	3	2	5	2	3	3
1607	3	69	2	1	1	5	SE	1	4	2	4	3	3	2	5	2	4	1	4	3	5	2	1	1	1	1	1	2	3	1	4	2	5	3	2	4	2	2	5	4	1	2	4	2	2	3	5	5	1	5	1	4	1	5	5	5	5
1608	13	36	2	2	2	2	IT	2	3	4	2	3	2	3	2	4	4	3	4	4	4	2	2	2	2	2	2	1	5	2	4	2	4	2	3	4	3	4	2	4	2	2	2	4	4	3	4	3	2	4	4	4	2	3	4	4	4
1609	6	47	1	1	1	1	US	4	2	4	3	4	2	4	2	4	2	2	3	3	4	4	3	3	3	2	3	2	4	2	4	3	5	2	4	4	3	3	4	2	2	3	3	3	3	3	2	2	2	4	3	3	2	4	2	4	3
1610	3	47	1	1	1	1	GB	1	2	3	3	4	1	2	4	3	4	3	3	4	2	3	2	2	2	3	2	2	4	1	4	2	4	3	5	4	4	4	2	3	3	5	2	4	2	5	4	4	2	5	2	4	1	3	3	5	4
1611	1	22	2	1	1	3	IT	3	2	3	2	4	1	4	2	5	2	2	2	3	2	3	2	2	2	2	2	3	3	2	3	2	4	2	3	4	4	3	3	3	3	3	1	2	2	3	3	4	1	4	1	4	1	4	4	3	5
1612	13	20	2	1	1	5	ID	3	3	5	3	2	3	4	4	4	2	4	4	3	4	2	2	3	2	2	2	4	4	1	4	3	4	2	4	3	3	2	3	3	2	2	4	3	3	3	2	2	5	4	2	3	2	3	3	3	3
1613	13	30	2	2	1	1	AR	2	1	5	3	5	3	4	3	3	3	5	1	5	3	3	5	4	4	4	3	3	5	1	5	1	5	1	4	4	3	3	3	3	2	4	5	4	2	4	3	5	2	4	1	2	2	4	1	4	3
1614	3	31	2	2	1	5	JE	2	3	4	4	3	1	3	5	1	4	3	3	4	3	1	4	1	1	1	1	1	4	1	3	2	3	2	3	3	4	4	2	5	1	5	1	5	3	5	3	4	1	5	2	4	1	4	4	4	5
1615	11	18	2	2	1	1	MY	4	1	3	3	5	3	3	1	5	5	3	1	5	3	2	4	2	1	5	2	5	4	3	5	3	5	3	3	5	3	5	2	4	3	4	3	4	1	5	4	4	3	3	3	5	3	3	1	3	1
1616	3	37	1	1	1	5	US	3	3	4	3	4	2	4	4	2	3	2	4	2	5	2	2	2	1	2	1	2	4	1	4	2	4	2	4	4	4	4	2	5	2	4	2	4	1	4	4	1	3	4	2	3	2	5	2	4	3
1617	3	49	1	1	1	1	US	3	4	3	3	3	3	2	4	2	5	2	4	4	2	3	2	2	2	3	2	2	3	2	4	2	4	2	4	2	4	4	1	5	1	4	1	5	1	4	5	4	2	2	4	4	2	4	3	4	3
1618	13	26	1	2	1	1	US	5	1	5	1	5	1	5	5	5	1	1	5	1	5	1	1	1	1	1	1	1	5	1	5	1	5	1	1	5	5	5	1	5	1	5	1	5	1	5	5	5	1	4	1	5	1	5	1	5	5
1619	3	24	1	2	1	1	US	4	1	5	4	5	1	5	2	4	3	5	3	5	2	4	5	5	4	2	1	1	5	3	5	1	5	1	5	5	5	4	1	4	3	3	4	4	2	5	4	4	2	5	1	4	1	4	4	4	5
1620	12	31	1	2	1	1	US	5	2	5	4	5	4	5	2	5	2	5	4	5	2	4	4	5	5	5	5	1	5	1	5	1	5	1	5	5	5	4	1	4	2	3	2	4	2	4	5	2	3	3	4	5	1	4	3	5	5
1621	6	46	1	2	1	5	US	4	3	4	2	5	4	5	5	4	1	1	2	4	3	1	1	1	1	1	1	1	4	1	5	1	4	1	5	4	5	4	1	5	1	3	1	5	1	4	4	3	2	4	3	5	3	4	3	2	3
1622	13	34	1	2	1	1	US	3	4	4	3	4	2	4	4	4	3	4	2	5	1	4	3	5	3	4	3	4	4	1	4	2	5	2	3	4	5	5	2	4	2	3	2	5	2	5	4	4	2	5	2	5	1	4	3	5	5
1623	3	39	1	2	1	1	QA	1	3	2	4	2	3	1	4	1	4	2	4	4	1	4	4	4	4	4	4	3	3	3	3	3	1	4	2	4	4	4	4	4	3	1	4	3	4	3	3	4	2	4	3	4	2	5	3	1	4
